MFP ID,Name,Brand,Verified,Serving,Calories,Fat,Carbohydrates,Protein,Fiber,Sugar,Sodium,Calcium,Cholesterol,Iron,Monounsaturated Fat,Polyunsaturated Fat,Potassium,Saturated Fat,Trans Fat,Vitamin A,Vitamin C,Confirmations,Servings
133470277685165,Apple,Cortland,True,g,80.0,0.0,22.0,0.0,5.0,16.0,0.0,2.0,0.0,2.0,0.0,0.0,170.0,0.0,0.0,2.0,8.0,3,"[<154.00 x g>, <1.00 x g>, <1.00 x ounce>, <5.40 x ounce>, <1.00 x lb(s)>, <1.00 x kg(s)>]"
62817943973229,Apple,Wegmans,True,apple,80.0,0.0,21.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,2.0,4.0,4,"[<1.00 x apple>, <1.00 x container (20 apple)>]"
27659382558269,Apple (whole),Apple,False,g,133.0,10.1,2.5,8.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[<30.00 x g>, <1.00 x g>, <1.00 x ounce>]"
133186713349933,Apple,Walmart,True,g,95.0,0.3,25.0,0.5,4.4,19.0,2.0,1.0,0.0,1.0,0.0,0.1,195.0,0.1,0.0,1.0,14.0,10,"[<182.00 x g>, <1.00 x g>, <1.00 x ounce>, <6.40 x ounce>]"
63365543939885,Green (Medium Apple),Granny Smith Apple,True,Apple,80.0,0.0,22.0,0.0,5.0,17.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,35,"[<1.00 x Apple>, <1.00 x Granny Smith Apple>]"
58419888139709,apple,apple critters,False,oz,540.0,27.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0,"[<5.00 x oz>, <1.00 x oz>, <1.00 x gram>]"
159460885483325,Apple Souce,Apple Souce,False,cup,185.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[<1.00 x cup>, <1.00 x tbsp(s)>, <237.00 x milliliter>, <1.00 x fluid ounce>, <8.00 x fluid ounce>, <1.00 x milliliter>, <1.00 x tsp(s)>, <1.00 x ltr(s)>]"
98285779808045,Michigan,Apple,True,g,130.0,0.0,34.0,1.0,5.0,25.0,0.0,2.0,0.0,2.0,0.0,0.0,260.0,0.0,0.0,2.0,8.0,0,"[<242.00 x g>, <1.00 x g>, <1.00 x container (1,936 g)>, <1.00 x ounce>, <8.50 x ounce>, <1.00 x lb(s)>]"
230647938378941,Water Apple,Water Apple,False,whole,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[<1.00 x whole>]
98002311867693,Pink Lady Apple,Pink Lady Apple,True,Medium,72.0,0.23,19.06,0.36,3.3,14.34,1.0,1.0,0.0,1.0,0.01,0.07,148.0,0.039,0.0,1.0,8.0,180,"[<1.00 x Medium>, <1.00 x medium apple>]"
204122497076541,Yellow Apple,Apple,False,grams,124.0,0.0,30.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[<217.00 x grams>, <1.00 x grams>, <1.00 x ounce>, <7.70 x ounce>]"
133736561430509,Apple Bites - Juicy Red Apple,Chiquita,True,pack (55g),30.0,0.0,8.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,160.0,14,"[<1.00 x pack (55g)>, <1.00 x container (6 pack (55g) ea.)>, <1.00 x ounce>, <55.00 x gram>, <1.00 x gram>]"
27908475039725,Braeburn Apple - 1 Medium,Braeburn Apple,True,apple,80.0,0.0,22.0,0.0,5.0,17.0,0.0,2.0,0.0,2.0,0.0,0.0,170.0,0.0,0.0,2.0,20.0,13,[<1.00 x apple>]
133734342602733,Apple,granny,True,g,80.0,0.0,22.0,0.0,5.0,17.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,25,"[<154.00 x g>, <1.00 x g>, <1.00 x container (1232 g)>, <1.00 x ounce>, <5.40 x ounce>, <1.00 x lb(s)>, <1.00 x kg(s)>]"
98549936991597,Apple,Safeway,True,apple,95.0,0.3,25.0,0.0,4.4,19.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,14.0,10,[<1.00 x apple>]
63092813573997,Apple,Store,True,whole,95.0,0.3,25.0,0.5,4.4,19.0,2.0,1.0,0.0,1.0,0.0,0.1,195.0,0.1,0.0,1.0,14.0,9,[<1.00 x whole>]
98156707572973,Apple,Red Delicious Apple,False,large apple,101.0,0.0,29.4,1.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,[<1.00 x large apple>]
98000315355053,Apple Juice Box,Allens Apple Juice,True,carton,90.0,0.0,22.0,0.0,0.0,20.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7,[<1.00 x carton>]
